District,Region,Subzone,Property Type,address,Ascendas_Building,lease,sqft,sqm,psf
D18,EAST REGION,TAMPINES EAST,Office,300 tampines avenue 5,Non-Ascendas Building,Unknown Tenure ,5533,514,5.5
D18,EAST REGION,TAMPINES EAST,Office,300 tampines avenue 5,Non-Ascendas Building,Unknown Tenure ,3283,305,5.5
D01,CENTRAL REGION,CECIL,Office,133 cecil street,Non-Ascendas Building,,1920,178,5.3
D22,WEST REGION,KIAN TECK,Factory / Workshop,3 soon lee street,Non-Ascendas Building,30-year Leasehold ,1410,131,1.49
D05,CENTRAL REGION,PASIR PANJANG 2,Light Industrial,100 pasir panjang road,Non-Ascendas Building,Freehold ,1500,139,3.13
D14,CENTRAL REGION,ALJUNIED,Office,308 geylang road,Non-Ascendas Building,,1200,111,2.92
D08,CENTRAL REGION,LAVENDER,Office,380 jalan besar,Non-Ascendas Building,Freehold ,1001,93,5
D14,CENTRAL REGION,GEYLANG EAST,Factory / Workshop,122 eunos avenue 7,Non-Ascendas Building,Unknown Tenure ,1636,152,2
D14,CENTRAL REGION,GEYLANG EAST,Factory / Workshop,122 eunos avenue 7,Non-Ascendas Building,Unknown Tenure ,1518,141,1.9
D13,CENTRAL REGION,KALLANG WAY,Office,240 macpherson road,Non-Ascendas Building,,1200,111,2.17
D22,WEST REGION,TUAS VIEW,Warehouse,2 tuas view pl,Non-Ascendas Building,60-year Leasehold ,31434,2920,1.3
D14,CENTRAL REGION,ALJUNIED,Office,538 geylang road,Non-Ascendas Building,Freehold ,1055,98,1.71
D22,WEST REGION,TUAS VIEW,Factory / Workshop,tuas view crescent,Non-Ascendas Building,,71580,6650,1.29
D22,WEST REGION,TUAS VIEW EXTENSION,Factory / Workshop,tuas south avenue 3,Non-Ascendas Building,30-year Leasehold ,33218,3086,1.41
D22,WEST REGION,TUAS VIEW,Factory / Workshop,tuas south avenue 2,Non-Ascendas Building,,19280,1791,0.51
D25,NORTH REGION,KRANJI,Factory / Workshop,60 jalan lam huat,Non-Ascendas Building,Unknown Tenure ,1690,157,2.25
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,33 ubi avenue 3,Non-Ascendas Building,60-year Leasehold ,8880,825,3.47
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,47 kallang pudding road,Non-Ascendas Building,,947,88,2.43
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,33 ubi avenue 3,Non-Ascendas Building,60-year Leasehold ,3880,360,1.6
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,47 kallang pudding road,Non-Ascendas Building,,1001,93,2.4
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,33 ubi avenue 3,Non-Ascendas Building,60-year Leasehold ,3130,291,1.53
D01,CENTRAL REGION,CHINATOWN,Office,20 maxwell road,Non-Ascendas Building,99-year Leasehold ,937,87,5.66
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,1776,165,9.5
D02,CENTRAL REGION,CITY TERMINALS,Office,keppel road,Non-Ascendas Building,,2874,267,3.5
D04,CENTRAL REGION,MARITIME SQUARE,Office,1 harbourfront place,Non-Ascendas Building,,100,9,11
D22,WEST REGION,JURONG GATEWAY,Office,1 gateway drive,Non-Ascendas Building,99-year Leasehold ,100,9,12
D04,CENTRAL REGION,MARITIME SQUARE,Office,1 harbourfront avenue,Non-Ascendas Building,,120,11,12.5
D02,CENTRAL REGION,TANJONG PAGAR,Office,1 wallich street,Non-Ascendas Building,,100,9,15
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 raffles place,Non-Ascendas Building,,291,27,10.27
D01,CENTRAL REGION,CLIFFORD PIER,Office,1 fullerton road,Non-Ascendas Building,,100,9,13
D14,CENTRAL REGION,GEYLANG EAST,Office,60 paya lebar road,Non-Ascendas Building,,100,9,13
D01,CENTRAL REGION,CLARKE QUAY,Office,6 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,624,58,6.41
D01,CENTRAL REGION,CLARKE QUAY,Office,8 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,883,82,9.63
D01,CENTRAL REGION,CLARKE QUAY,Office,8 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,646,60,8.51
D01,CENTRAL REGION,CLARKE QUAY,Office,6 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,592,55,7.6
D02,CENTRAL REGION,CHINATOWN,Office,21 cantonment road,Non-Ascendas Building,Unknown Tenure ,3650,339,4.93
D12,CENTRAL REGION,BALESTIER,Office,balestier road,Non-Ascendas Building,,2500,232,3.6
D19,NORTH-EAST REGION,TAI SENG,Office,12 new industrial road,Non-Ascendas Building,Freehold ,700,65,3
D19,NORTH-EAST REGION,TAI SENG,Light Industrial,25 new industrial road,Non-Ascendas Building,,16641,1546,2.3
D08,CENTRAL REGION,LAVENDER,Office,409 race course road,Non-Ascendas Building,Freehold ,1415,131,1.98
D13,CENTRAL REGION,KALLANG WAY,Office,60d kallang pudding road,Non-Ascendas Building,,525,49,2.57
D08,CENTRAL REGION,SUNGEI ROAD,Office,1 syed alwi road,Non-Ascendas Building,,3369,313,2
D07,CENTRAL REGION,BUGIS,Office,420 north bridge road,Non-Ascendas Building,Unknown Tenure ,495,46,4.91
D14,CENTRAL REGION,KALLANG WAY,Office,627a aljunied road,Non-Ascendas Building,,969,90,2.81
D23,WEST REGION,BUKIT BATOK SOUTH,Office,21 bukit batok crescent,Non-Ascendas Building,,1970,183,2.21
D23,WEST REGION,BUKIT BATOK SOUTH,Office,21 bukit batok crescent,Non-Ascendas Building,,958,89,2.71
D27,NORTH REGION,SEMBAWANG NORTH,Light Industrial,10 admiralty street,Non-Ascendas Building,,5188,482,0.96
D05,WEST REGION,TOH TUCK,Factory / Workshop,1 clementi loop,Non-Ascendas Building,Unknown Tenure ,7000,650,1.6
D19,NORTH-EAST REGION,TAI SENG,Light Industrial,new industrial road,Non-Ascendas Building,,2201,204,2.2
D19,NORTH-EAST REGION,TAI SENG,Light Industrial,new industrial road,Non-Ascendas Building,,944,88,2.5
D19,NORTH-EAST REGION,TAI SENG,Office,12 12 new industrial road,Non-Ascendas Building,Freehold ,3206,298,2.3
D14,CENTRAL REGION,KAMPONG BUGIS,Office,163 163 geylang road,Non-Ascendas Building,Freehold ,1100,102,2.64
D22,WEST REGION,TUKANG,Warehouse,international road,Non-Ascendas Building,,8000,743,1.1
D22,WEST REGION,TUKANG,Warehouse,international road,Non-Ascendas Building,,16000,1486,1.2
D22,WEST REGION,JURONG GATEWAY,Warehouse,jurong,Non-Ascendas Building,,25000,2323,1.2
D22,WEST REGION,PENJURU CRESCENT,Warehouse,penjuru,Non-Ascendas Building,,20000,1858,1.25
D22,WEST REGION,JURONG GATEWAY,Warehouse,jurong,Non-Ascendas Building,,15800,1468,1.5
D22,WEST REGION,JURONG GATEWAY,Warehouse,jurong ,Non-Ascendas Building,,27000,2508,1.25
D22,WEST REGION,TUKANG,Warehouse,international road,Non-Ascendas Building,,8700,808,1.49
D22,WEST REGION,TUAS VIEW EXTENSION,Warehouse,tuas,Non-Ascendas Building,,35000,3252,0.75
D22,WEST REGION,TUAS VIEW EXTENSION,Warehouse,tuas,Non-Ascendas Building,,20000,1858,0.8
D22,WEST REGION,TUAS VIEW EXTENSION,Warehouse,tuas,Non-Ascendas Building,,70000,6503,0.75
D22,WEST REGION,JURONG GATEWAY,Factory / Workshop,jurong,Non-Ascendas Building,,33000,3066,1.4
D22,WEST REGION,PIONEER SECTOR,Factory / Workshop,pioneer,Non-Ascendas Building,,7500,697,1.4
D22,WEST REGION,JURONG GATEWAY,Warehouse,jurong,Non-Ascendas Building,,50000,4645,1.15
D22,WEST REGION,KIAN TECK,Warehouse,soon lee,Non-Ascendas Building,,5000,465,1.35
D22,WEST REGION,YUHUA WEST,Warehouse,jurong east,Non-Ascendas Building,,25000,2323,1.1
D22,WEST REGION,YUHUA WEST,Warehouse,jurong east,Non-Ascendas Building,,20500,1904,1.25
D22,WEST REGION,YUHUA WEST,Warehouse,jurong east,Non-Ascendas Building,,45000,4181,1.2
D22,WEST REGION,JURONG GATEWAY,Warehouse,jurong,Non-Ascendas Building,,23603,2193,0.93
D22,WEST REGION,TUKANG,Warehouse,international road,Non-Ascendas Building,,8000,743,1.2
D22,WEST REGION,TUAS VIEW EXTENSION,Factory / Workshop,tuas ,Non-Ascendas Building,,18000,1672,1.3
D22,WEST REGION,JURONG GATEWAY,Factory / Workshop,jurong,Non-Ascendas Building,,14000,1301,1.45
D22,WEST REGION,BENOI SECTOR,Factory / Workshop,benoi area,Non-Ascendas Building,,48000,4459,1
D22,WEST REGION,CHIN BEE,Warehouse,chin bee area,Non-Ascendas Building,,95000,8826,1.2
D22,WEST REGION,BENOI SECTOR,Warehouse,pioneer road,Non-Ascendas Building,,24000,2230,1.15
D22,WEST REGION,TUKANG,Warehouse,international road,Non-Ascendas Building,,10000,929,1.3
D22,WEST REGION,PIONEER SECTOR,Warehouse,pioneer,Non-Ascendas Building,,11300,1050,1.18
D22,WEST REGION,PIONEER SECTOR,Warehouse,pioneer,Non-Ascendas Building,,20000,1858,1.2
D22,WEST REGION,PIONEER SECTOR,Factory / Workshop,pioneer,Non-Ascendas Building,,37000,3437,1.15
D22,WEST REGION,YUHUA WEST,Warehouse,jurong east,Non-Ascendas Building,,33000,3066,1.25
D22,WEST REGION,YUHUA WEST,Warehouse,jurong east,Non-Ascendas Building,,100000,9290,1.25
D22,WEST REGION,YUHUA WEST,Warehouse,jurong east,Non-Ascendas Building,,56000,5203,1.25
D22,WEST REGION,TUKANG,Light Industrial,international road,Non-Ascendas Building,,22000,2044,0.85
D22,WEST REGION,TUKANG,Warehouse,international road,Non-Ascendas Building,,95000,8826,1.45
D22,WEST REGION,YUNNAN,Warehouse,west,Non-Ascendas Building,,55000,5110,1.08
D22,WEST REGION,JURONG GATEWAY,Factory / Workshop,jurong,Non-Ascendas Building,,47000,4366,1.4
D22,WEST REGION,TUKANG,Factory / Workshop,international road,Non-Ascendas Building,,44500,4134,1.25
D22,WEST REGION,YUHUA WEST,Warehouse,jurong east,Non-Ascendas Building,,24000,2230,1.15
D22,WEST REGION,TUKANG,Factory / Workshop,international road,Non-Ascendas Building,,17000,1579,1.35
D22,WEST REGION,JURONG GATEWAY,Factory / Workshop,jurong,Non-Ascendas Building,,22000,2044,1.3
D22,WEST REGION,PENJURU CRESCENT,Warehouse,penjuru,Non-Ascendas Building,,57000,5295,1.25
D22,WEST REGION,JURONG GATEWAY,Warehouse,jurong,Non-Ascendas Building,,16000,1486,1.2
D22,WEST REGION,YUHUA WEST,Warehouse,jurong east,Non-Ascendas Building,,100000,9290,1.1
D22,WEST REGION,JURONG GATEWAY,Warehouse,jurong,Non-Ascendas Building,,13000,1208,0.8
D03,CENTRAL REGION,ALEXANDRA NORTH,Office,2 alexandra road,Non-Ascendas Building,,1852,172,2.51
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,59 ubi avenue 1,Non-Ascendas Building,,1108,103,1.99
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,21 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,969,90,2.06
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,21 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,958,89,1.88
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,10 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,420,39,3.57
D20,CENTRAL REGION,UPPER THOMSON,Light Industrial,24 sin ming lane,Non-Ascendas Building,60-year Leasehold ,280,26,4.29
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,21 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,1916,178,1.88
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,10 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,450,42,3.11
D22,WEST REGION,TOH TUCK,Light Industrial,71 toh guan road east,Non-Ascendas Building,Unknown Tenure ,1648,153,1.7
D12,CENTRAL REGION,KALLANG BAHRU,Light Industrial,114 lavender street,Non-Ascendas Building,99-year Leasehold ,969,90,3.04
D14,EAST REGION,KAKI BUKIT,Light Industrial,5 kaki bukit road 1,Non-Ascendas Building,,3100,288,1.81
D22,WEST REGION,TUAS VIEW,Factory / Workshop,1 tuas south avenue 6,Non-Ascendas Building,60-year Leasehold ,6349,590,1.1
D09,CENTRAL REGION,SOMERSET,Office,3 killiney road,Non-Ascendas Building,Unknown Tenure ,2034,189,10
D09,CENTRAL REGION,SOMERSET,Office,163 penang road,Non-Ascendas Building,Unknown Tenure ,3961,368,10
D20,NORTH-EAST REGION,CHONG BOON,Light Industrial,ang mo kio industrial park 1,Non-Ascendas Building,60-year Leasehold ,11747,1091,2
D01,CENTRAL REGION,CLARKE QUAY,Office,6 eu tong sen street,Non-Ascendas Building,99-year Leasehold ,613,57,6.2
D20,CENTRAL REGION,MARYMOUNT,Light Industrial,1 pemimpin drive,Non-Ascendas Building,999-year Leasehold ,1012,94,2.96
D03,CENTRAL REGION,HOLLAND DRIVE,Light Industrial,commonwealth lane,Non-Ascendas Building,30-year Leasehold ,1302,121,6.5
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,2 gambas crescent,Non-Ascendas Building,30-year Leasehold ,1668,155,1.1
D09,CENTRAL REGION,DHOBY GHAUT,Office,180 clemenceau avenue,Non-Ascendas Building,,4808,447,6.86
D25,NORTH REGION,WOODLANDS EAST,Light Industrial,11 woodlands close,Non-Ascendas Building,60-year Leasehold ,700,65,2.57
D09,CENTRAL REGION,BOULEVARD,Office,435 orchard road,Non-Ascendas Building,Unknown Tenure ,1270,118,10
D09,CENTRAL REGION,BOULEVARD,Office,302 orchard road,Non-Ascendas Building,Freehold ,3000,279,9
D09,CENTRAL REGION,BOULEVARD,Office,435 orchard road,Non-Ascendas Building,Unknown Tenure ,850,79,10
D09,CENTRAL REGION,DHOBY GHAUT,Office,121 penang road,Non-Ascendas Building,Unknown Tenure ,1690,157,7
D07,CENTRAL REGION,SELEGIE,Business / Science Park,35 selegie road,Non-Ascendas Building,99-year Leasehold ,20000,1858,1.5
D09,CENTRAL REGION,BOULEVARD,Office,15 scotts road,Non-Ascendas Building,Freehold ,1200,111,8
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,2 gambas crescent,Non-Ascendas Building,30-year Leasehold ,2185,203,1.8
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,2 gambas crescent,Non-Ascendas Building,30-year Leasehold ,1668,155,1.4
D14,CENTRAL REGION,GEYLANG EAST,Light Industrial,115 eunos avenue 3,Non-Ascendas Building,Unknown Tenure ,20000,1858,2.5
D09,CENTRAL REGION,INSTITUTION HILL,Office,46 kim yam road,Non-Ascendas Building,60-year Leasehold ,1276,119,5.49
D03,CENTRAL REGION,BUKIT MERAH,Light Industrial,1100 lower delta road,Non-Ascendas Building,,3700,344,3.5
D09,CENTRAL REGION,BOULEVARD,Office,15 scotts road,Non-Ascendas Building,Freehold ,1000,93,8
D09,CENTRAL REGION,SOMERSET,Office,20 kramat lane,Non-Ascendas Building,Freehold ,549,51,4.19
D13,CENTRAL REGION,JOO SENG,Light Industrial,18 howard road,Non-Ascendas Building,Freehold ,1800,167,2.17
D09,CENTRAL REGION,SELEGIE,Office,1 sophia road,Non-Ascendas Building,Unknown Tenure ,1583,147,2.65
D13,CENTRAL REGION,JOO SENG,Light Industrial,12 harper road,Non-Ascendas Building,,4800,446,2.29
D17,EAST REGION,LOYANG WEST,Factory / Workshop,56 loyang way,Non-Ascendas Building,30-year Leasehold ,3940,366,2.41
D17,EAST REGION,LOYANG WEST,Factory / Workshop,56 loyang way,Non-Ascendas Building,30-year Leasehold ,4068,378,1.6
D18,EAST REGION,PAYA LEBAR NORTH,Factory / Workshop,18 tampines industrial crescent,Non-Ascendas Building,30-year Leasehold ,7678,713,1.43
D09,CENTRAL REGION,INSTITUTION HILL,Office,46 kim yam road,Non-Ascendas Building,60-year Leasehold ,2239,208,5.8
D19,NORTH-EAST REGION,TAI SENG,Light Industrial,16 new industrial road,Non-Ascendas Building,,1861,173,2.53
D19,NORTH-EAST REGION,TAI SENG,Light Industrial,14 new industrial road,Non-Ascendas Building,,4913,456,2.24
D22,WEST REGION,TOH TUCK,Light Industrial,18 boon lay way,Non-Ascendas Building,Unknown Tenure ,2196,204,2.09
D18,EAST REGION,PAYA LEBAR NORTH,Warehouse,18 tampines industrial crescent,Non-Ascendas Building,30-year Leasehold ,8646,803,1.73
D19,NORTH-EAST REGION,TAI SENG,Factory / Workshop,12 tai seng link,Non-Ascendas Building,30-year Leasehold ,5920,550,3.38
D17,EAST REGION,LOYANG WEST,Factory / Workshop,56 loyang way,Non-Ascendas Building,30-year Leasehold ,10711,995,1.54
D09,CENTRAL REGION,INSTITUTION HILL,Office,46 kim yam road,Non-Ascendas Building,60-year Leasehold ,1173,109,5.8
D17,EAST REGION,PASIR RIS PARK,Light Industrial,43 jalan loyang besar,Non-Ascendas Building,999-year Leasehold ,8900,827,1.8
D19,NORTH-EAST REGION,SERANGOON NORTH,Light Industrial,23a serangoon north ave 5,Non-Ascendas Building,Freehold ,11000,1022,2.27
D19,NORTH-EAST REGION,TAI SENG,Factory / Workshop,15 tai seng drive,Non-Ascendas Building,,19450,1807,1.8
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,2 2 bukit batok street 23,Non-Ascendas Building,Freehold ,8802,818,1.65
D14,CENTRAL REGION,KAMPONG UBI,Light Industrial,67 ubi avenue 1,Non-Ascendas Building,Unknown Tenure ,250,23,8
D05,CENTRAL REGION,PASIR PANJANG 1,Light Industrial,100g pasir panjang,Non-Ascendas Building,,1650,153,2.8
D18,EAST REGION,PAYA LEBAR NORTH,Factory / Workshop,18 tampines industrial crescent,Non-Ascendas Building,30-year Leasehold ,3584,333,1.6
D14,CENTRAL REGION,GEYLANG EAST,Light Industrial,113 eunos avenue 3,Non-Ascendas Building,,200,19,4
D23,WEST REGION,BUKIT BATOK SOUTH,Light Industrial,21 bukit batok crescent,Non-Ascendas Building,60-year Leasehold ,120,11,8.17
D22,WEST REGION,TUAS VIEW,Factory / Workshop,71 tuas view place,Non-Ascendas Building,60-year Leasehold ,2500,232,0.92
D12,CENTRAL REGION,KALLANG BAHRU,Office,114 lavender street,Non-Ascendas Building,99-year Leasehold ,1346,125,5.3
D09,CENTRAL REGION,BOULEVARD,Office,541 orchard road,Non-Ascendas Building,,1053,98,7.5
D01,CENTRAL REGION,MARINA CENTRE,Office,9 temasek boulevard,Non-Ascendas Building,,2200,204,8.9
D01,CENTRAL REGION,RAFFLES PLACE,Office,1 raffles place,Non-Ascendas Building,,2336,217,11.5
D02,CENTRAL REGION,ANSON,Office,80 anson road,Non-Ascendas Building,,1394,130,7.8
D12,CENTRAL REGION,KALLANG BAHRU,Light Industrial,994 bendemeer road,Non-Ascendas Building,,4929,458,1.9
D13,CENTRAL REGION,KALLANG WAY,Light Industrial,161 kallang way,Non-Ascendas Building,,976,91,1.75
D07,CENTRAL REGION,BRAS BASAH,Office,51 bras basah road,Non-Ascendas Building,Unknown Tenure ,1808,168,8.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,11 collyer quay,Non-Ascendas Building,99-year Leasehold ,635,59,6.8
D18,EAST REGION,PAYA LEBAR NORTH,Warehouse,tampines industrial drive,Non-Ascendas Building,,6010,558,1.5
D22,WEST REGION,TUAS BAY,Factory / Workshop,tuas avenue 13,Non-Ascendas Building,,63500,5899,1
D08,CENTRAL REGION,LITTLE INDIA,Office,jalan besar,Non-Ascendas Building,,800,74,3
D18,EAST REGION,PAYA LEBAR NORTH,Warehouse,tampines industrial crescent,Non-Ascendas Building,,9098,845,1.6
D22,WEST REGION,GUL CIRCLE,Factory / Workshop,gul way,Non-Ascendas Building,,65008,6039,1.51
D18,EAST REGION,PAYA LEBAR NORTH,Factory / Workshop,tampines industrial drive,Non-Ascendas Building,,20338,1889,1.5
D19,NORTH-EAST REGION,TAI SENG,Factory / Workshop,tai seng drive,Non-Ascendas Building,,9150,850,1.51
D19,NORTH-EAST REGION,TAI SENG,Factory / Workshop,12 tai seng link,Non-Ascendas Building,30-year Leasehold ,8525,792,4.49
D19,NORTH-EAST REGION,TAI SENG,Factory / Workshop,12 tai seng link,Non-Ascendas Building,30-year Leasehold ,5185,482,3.49
D22,WEST REGION,TOH TUCK,Light Industrial,18 boon lay way,Non-Ascendas Building,Unknown Tenure ,1453,135,2.34
D22,WEST REGION,TOH TUCK,Light Industrial,8 boon lay way,Non-Ascendas Building,Unknown Tenure ,2002,186,2
D22,WEST REGION,TOH TUCK,Light Industrial,18 boon lay way,Non-Ascendas Building,Unknown Tenure ,1851,172,2.2
D22,WEST REGION,TOH TUCK,Light Industrial,18 boon lay way,Non-Ascendas Building,Unknown Tenure ,380,35,4.34
D10,CENTRAL REGION,TANGLIN,Office,1 tanglin road,Non-Ascendas Building,30-year Leasehold ,2692,250,7
D14,CENTRAL REGION,ALJUNIED,Light Industrial,46 lorong 17 geylang,Non-Ascendas Building,,1808,168,1.99
D09,CENTRAL REGION,BOULEVARD,Office,302 orchard road,Non-Ascendas Building,Freehold ,1500,139,8.5
D10,CENTRAL REGION,TANGLIN,Office,19 tanglin road,Non-Ascendas Building,Freehold ,1625,151,5.6
D22,WEST REGION,TUAS VIEW,Factory / Workshop,2 tuas view place,Non-Ascendas Building,Unknown Tenure ,28003,2602,1.3
D18,EAST REGION,PAYA LEBAR NORTH,Factory / Workshop,18 tampines industrial crescent,Non-Ascendas Building,30-year Leasehold ,7500,697,1.6
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,3d gambas crescent,Non-Ascendas Building,30-year Leasehold ,1927,179,2.18
D09,CENTRAL REGION,INSTITUTION HILL,Office,46 kim yam road,Non-Ascendas Building,60-year Leasehold ,1173,109,5.5
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,2 gambas crescent,Non-Ascendas Building,30-year Leasehold ,1668,155,1.53
D27,NORTH REGION,SENOKO NORTH,Factory / Workshop,1 senoko avenue,Ascendas Building,30-year Leasehold ,28129,2613,2.49
D14,EAST REGION,KAKI BUKIT,Factory / Workshop,7 kaki bukit road 1,Non-Ascendas Building,,2928,272,2.3
D27,NORTH REGION,SEMBAWANG CENTRAL,Light Industrial,3d gambas crescent,Non-Ascendas Building,30-year Leasehold ,2088,194,1.39
D22,WEST REGION,TUAS VIEW EXTENSION,Factory / Workshop,tuas south avenue 3,Non-Ascendas Building,30-year Leasehold ,6308,586,1.2
D01,CENTRAL REGION,CHINA SQUARE,Office,133 amoy street,Non-Ascendas Building,,1819,169,6.5
D01,CENTRAL REGION,RAFFLES PLACE,Office,telok ayer street,Non-Ascendas Building,,1600,149,4.06
D02,CENTRAL REGION,CHINATOWN,Office,duxton road,Non-Ascendas Building,,1001,93,7.99
D02,CENTRAL REGION,CHINATOWN,Office,tras street,Non-Ascendas Building,,1657,154,6.04
D01,CENTRAL REGION,CHINA SQUARE,Office,amoy street,Non-Ascendas Building,,1001,93,6.49
D07,CENTRAL REGION,BUGIS,Office,purvis street,Non-Ascendas Building,,2260,210,4.2
D02,CENTRAL REGION,CHINATOWN,Office,neil road,Non-Ascendas Building,,919,85,3.99
D01,CENTRAL REGION,CHINATOWN,Office,stanley street,Non-Ascendas Building,,1949,181,3.85
